"vehicle_id","miles_used","color","engine_type","transmission_type","number_of_seats"
706603,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
971023,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
645119,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
752156,,"Silver","Gas","10-speed shiftable automatic",5
199891,,"Navy Blue","Gas/Electric I-4","CVT w/OD",5
409142,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
182631,66674,"Navy Blue","Gas (V6)","8-speed shiftable automatic",7
797242,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
929394,34996,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
566418,,"Black","Gas","8-speed automatic",5
708931,,"White","Gas","6-speed shiftable automatic",5
770037,,"Red","Electric (Battery-powered)","Automatic",5
265922,,"Grey","Turbocharged Gas I4","6-speed automatic",3
828811,,"White","Gasoline (V6)","Xtronic CVT®",5
260094,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
674032,,"Green","Gasoline (I-4)","Continuously variable-speed automatic",5
328164,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
107513,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
460524,,"Grey","Gas (V6)","8-speed shiftable automatic",7
274068,,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
846899,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
184133,,"Red","Gas/Electric I-4","CVT w/OD",5
649904,62366,"White","V6","10-speed automatic",8
744015,,"White","Gas","6-speed shiftable automatic",5
779377,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
536708,,"White","Gasoline (V6)","Xtronic CVT®",5
640469,,"White","Gas/Electric I-4","CVT",5
472499,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
984214,67101,"Grey","Turbocharged Gas I4","8-speed automatic",5
947173,,"Black","Gas/Electric I-4","CVT",5
996666,,"Black","Turbocharged Gas I4","8-speed automatic",5
558874,,"Red","Turbocharged Gas I4","8-speed automatic",5
335134,,"Navy Blue","Gasoline (V6)","8-speed shiftable automatic",7
526783,,"Grey","Gasoline (V6)","Xtronic CVT®",5
988094,,"White","Turbocharged Gas I4","6-speed automatic",3
442714,,"White","V6","10-speed automatic",8
744784,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
704747,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
60351,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
282398,,"Black","V6","10-speed automatic",8
553428,,"Silver","Gasoline (V6)","Xtronic CVT®",5
303854,31999,"Green","Gas (V6)","8-speed shiftable automatic",7
132027,,"Navy Blue","Gas/Electric I-4","CVT",5
24430,,"Grey","Gas (V6)","8-speed shiftable automatic",7
965710,26656,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
909934,,"Black","V6","10-speed automatic",8
795969,,"White","Gas/Electric I-4","CVT w/OD",5
788997,,"White","V6","10-speed automatic",8
520123,52427,"White","Gas","10-speed shiftable automatic",5
840658,,"Red","Gas/Electric I-4","CVT w/OD",5
482194,,"Silver","Turbocharged Gas 3-Cyl","6-speed automatic",5
360670,12919,"Grey","Turbocharged Gas I4","6-speed automatic",3
149317,,"Silver","Turbocharged Gas I4","8-speed automatic",5
757045,,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
149905,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
231721,,"Grey","Gasoline (I-4)","Continuously variable-speed automatic",5
725324,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
815174,,"White","Gas","8-speed automatic",5
278306,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
579758,,"Red","Gas/Electric I-4","CVT",5
327607,,"Navy Blue","Gas/Electric I-4","CVT",5
751487,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
668670,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
115234,,"Navy Blue","Turbocharged Gas 3-Cyl","6-speed automatic",5
782039,,"Black","Gas/Electric I-4","CVT w/OD",5
410361,,"Red","V6","10-speed automatic",8
96336,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
317597,,"White","Gas (V6)","8-speed shiftable automatic",7
930185,32116,"Grey","Gas","6-speed shiftable automatic",5
198586,67020,"Red","Gas","10-speed shiftable automatic",5
909938,9543,"Black","Gas","10-speed shiftable automatic",5
218921,,"Black","Gasoline (I-4)","CVT",5
662883,,"Grey","Turbocharged Gas I4","6-speed automatic",3
208939,,"Black","Gasoline (V6)","9-speed automatic",5
688440,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
175539,,"Navy Blue","Gas/Electric I-4","CVT",5
916184,,"White","Gas","10-speed shiftable automatic",5
116279,,"White","Gasoline (V6)","8-speed shiftable automatic",7
487074,63395,"Red","Gas (V6)","8-speed shiftable automatic",7
528747,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
33459,,"White","Gas","8-speed automatic",5
584084,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
52545,,"Silver","Gas","8-speed automatic",5
700892,,"White","Gas","6-speed shiftable automatic",5
244213,,"Red","Turbocharged Gas I4","6-speed automatic",3
722533,,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
913428,7741,"Red","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
874200,50573,"Silver","Gasoline (I-4)","CVT",5
86194,,"Black","Turbocharged Gas I4","8-speed automatic",5
106194,,"Black","Gas (V6)","8-speed shiftable automatic",7
979563,,"White","Gasoline (I-4)","CVT",5
843604,,"Red","Gas","10-speed shiftable automatic",5
358769,63012,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
898984,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
919835,,"Silver","Gas (V6)","8-speed shiftable automatic",7
264372,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
601108,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
788273,,"Silver","Gas/Electric I-4","CVT w/OD",5
724777,,"White","Turbocharged Gas I4","6-speed automatic",3
227278,39504,"Navy Blue","Gas (V6)","8-speed shiftable automatic",7
714657,,"Navy Blue","Gas (V6)","8-speed shiftable automatic",7
238144,,"Black","Gasoline (V6)","9-speed automatic",5
71359,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
510951,,"Silver","Gas (V6)","8-speed shiftable automatic",7
430232,,"Grey","Gas","10-speed shiftable automatic",5
460699,,"Black","Turbocharged Gas I4","6-speed automatic",3
400718,,"White","Gasoline (V6)","9-speed automatic",5
911298,,"Navy Blue","Gas","8-speed automatic",5
888335,70849,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
168075,36939,"Silver","Turbocharged Gas I4","6-speed automatic",3
121619,,"White","Gas","10-speed shiftable automatic",5
952580,36785,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
912158,,"Grey","Electric (Battery-powered)","Automatic",5
617674,,"Black","Gasoline (V6)","Xtronic CVT®",5
243875,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
515187,,"Black","Gasoline (V6)","Xtronic CVT®",5
51592,65740,"Silver","Gasoline (I-4)","CVT",5
766907,,"Grey","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
112987,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
199179,,"Black","V6","10-speed automatic",8
487623,10436,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
985573,,"Red","Turbocharged Gas I4","6-speed automatic",3
363888,,"Green","Gasoline (V6)","8-speed shiftable automatic",7
293341,,"White","Gasoline (V6)","8-speed shiftable automatic",7
452144,,"White","Gas/Electric I-4","CVT",5
285669,,"Grey","Gasoline (V6)","9-speed automatic",5
609958,,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
424467,,"Grey","Turbocharged Gas I4","8-speed automatic",5
89998,48561,"Black","Gasoline (V6)","Xtronic CVT®",5
53467,,"Grey","Gas/Electric I-4","CVT",5
679794,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
230980,34052,"Red","Gasoline (V6)","9-speed automatic",5
835604,,"Silver","Gasoline (V6)","Xtronic CVT®",5
399160,44576,"Navy Blue","Gas","8-speed automatic",5
855464,,"Silver","Gas (V6)","8-speed shiftable automatic",7
56009,,"White","V6","10-speed automatic",8
845567,,"Black","Gas","6-speed shiftable automatic",5
590953,27154,"Red","Electric (Battery-powered)","Automatic",5
246139,41037,"Black","V6","10-speed automatic",8
179934,,"White","Gas","10-speed shiftable automatic",5
165872,,"Black","V6","10-speed automatic",8
813455,,"Navy Blue","Gas/Electric I-4","CVT w/OD",5
47752,,"Red","Gas (V6)","8-speed shiftable automatic",7
281772,,"Grey","Gasoline (V6)","Xtronic CVT®",5
184862,,"Navy Blue","Gas/Electric I-4","CVT w/OD",5
225698,,"Black","Gas","6-speed shiftable automatic",5
364894,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
273709,,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
90586,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
447588,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
965660,,"White","Gasoline (V6)","Xtronic CVT®",5
192536,29362,"White","Gas/Electric I-4","CVT w/OD",5
814774,,"White","Gas","8-speed automatic",5
396102,,"Silver","Turbocharged Gas I4","6-speed automatic",3
981265,,"Red","Gasoline (V6)","9-speed automatic",5
478718,72371,"Black","Gas/Electric I-4","CVT w/OD",5
310747,,"Silver","Gas/Electric I-4","CVT w/OD",5
619780,,"Black","Gas","10-speed shiftable automatic",5
952,,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
199078,,"Grey","Gasoline (I-4)","Continuously variable-speed automatic",5
957784,,"White","Gas/Electric I-4","CVT",5
225533,,"Black","Gas (V6)","8-speed shiftable automatic",7
176864,,"Navy Blue","Gas","6-speed shiftable automatic",5
92877,,"Black","Turbocharged Gas I4","8-speed automatic",5
936296,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
434567,,"Grey","Gas","10-speed shiftable automatic",5
724834,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
992405,,"Grey","Gas (V6)","9-speed automatic",5
375834,,"White","Gasoline (I-4)","CVT",5
933198,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
51455,,"Black","Gas/Electric I-4","CVT w/OD",5
421137,,"Silver","V6","10-speed automatic",8
848925,,"Silver","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
97637,13418,"Black","Turbocharged Gas I4","6-speed automatic",3
630613,,"Black","Gasoline (V6)","9-speed automatic",5
676214,,"Red","Gas","6-speed shiftable automatic",5
256308,,"Red","Gasoline (I-4)","Continuously variable-speed automatic",5
226809,,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
686805,7313,"White","V6","10-speed automatic",8
443098,,"Black","Turbocharged Gas I4","6-speed automatic",3
249821,,"Red","Gas","10-speed shiftable automatic",5
599545,,"Grey","Gas (V6)","8-speed shiftable automatic",7
855864,,"Navy Blue","Gas/Electric I-4","CVT",5
834736,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
857380,,"White","Gas/Electric I-4","CVT w/OD",5
582684,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
555809,,"Navy Blue","Gas (V6)","8-speed shiftable automatic",7
395458,52335,"Navy Blue","Turbocharged Gas 3-Cyl","6-speed automatic",5
451153,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
711196,24420,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
231874,,"Navy Blue","Gas (V6)","8-speed shiftable automatic",7
1817,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
345866,67483,"Silver","Gas (V6)","8-speed shiftable automatic",7
58991,15839,"Red","Gas/Electric I-4","CVT",5
604554,,"Red","Gas","6-speed shiftable automatic",5
161001,,"Navy Blue","Gas/Electric I-4","CVT w/OD",5
767260,,"White","Gasoline (V6)","8-speed shiftable automatic",7
798342,,"Silver","V6","10-speed automatic",8
586207,,"Silver","Gasoline (I-4)","CVT",5
330953,20291,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
766412,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
773004,53986,"Navy Blue","Gas/Electric I-4","CVT",5
548122,,"White","V6","10-speed automatic",8
552081,,"White","Electric (Battery-powered)","Automatic",5
461031,,"Red","V6","10-speed automatic",8
921457,,"Black","Gas/Electric I-4","CVT w/OD",5
642751,,"Green","Gas","6-speed shiftable automatic",5
487634,,"Black","Gas","10-speed shiftable automatic",5
810151,,"Black","Gas","10-speed shiftable automatic",5
331882,6473,"Navy Blue","Turbocharged Gas 3-Cyl","6-speed automatic",5
843433,,"Black","Gas","6-speed shiftable automatic",5
740767,,"White","Gasoline (V6)","9-speed automatic",5
592925,37415,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
232968,39737,"Grey","Gasoline (I-4)","Continuously variable-speed automatic",5
84977,,"White","V6","10-speed automatic",8
736074,,"White","Turbocharged Gas I4","6-speed automatic",3
494011,,"Black","Gas/Electric I-4","CVT",5
767055,30099,"Green","V6","10-speed automatic",8
592875,,"White","Gasoline (V6)","8-speed shiftable automatic",7
289515,,"White","Turbocharged Gas I4","6-speed automatic",3
342587,,"White","Electric (Battery-powered)","Automatic",5
899852,55993,"Black","Gas (V6)","9-speed automatic",5
316503,,"Red","Gas (V6)","8-speed shiftable automatic",7
572877,75389,"Red","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
157335,,"Black","Gas","8-speed automatic",5
863379,8919,"White","Gasoline (V6)","Xtronic CVT®",5
503748,,"Navy Blue","Turbocharged Gas I4","6-speed automatic",3
295686,,"White","Gas","6-speed shiftable automatic",5
184249,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
606514,,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
805978,,"Black","Turbocharged Gas I4","6-speed automatic",3
408152,,"Black","Gas/Electric I-4","CVT w/OD",5
212687,,"Silver","Gas/Electric I-4","CVT w/OD",5
644770,,"Black","Gas","8-speed automatic",5
32497,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
234033,,"Red","V6","10-speed automatic",8
301798,67486,"Red","Gas/Electric I-4","CVT",5
53772,15282,"Grey","Gas","10-speed shiftable automatic",5
736821,,"Grey","Gas/Electric I-4","CVT w/OD",5
339816,,"Silver","Gas/Electric I-4","CVT w/OD",5
247712,,"White","Gasoline (V6)","Xtronic CVT®",5
248429,,"Silver","Turbocharged Gas 3-Cyl","6-speed automatic",5
412213,,"White","V6","10-speed automatic",8
19311,,"Grey","Turbocharged Gas I4","6-speed automatic",3
752496,35573,"Black","Gas/Electric I-4","CVT",5
600065,31100,"White","Gas","8-speed automatic",5
442868,42280,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
194289,,"Green","Turbocharged Gas I4","8-speed automatic",5
599497,19152,"Red","Gas","8-speed automatic",5
937638,,"Navy Blue","Turbocharged Gas 3-Cyl","6-speed automatic",5
13652,,"Silver","Electric (Battery-powered)","Automatic",5
841059,,"Silver","Gas","10-speed shiftable automatic",5
600059,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
143253,,"Silver","Gasoline (V6)","Xtronic CVT®",5
198378,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
464448,,"White","Gas","10-speed shiftable automatic",5
119693,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
740373,,"Navy Blue","V6","10-speed automatic",8
702875,39159,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
858627,,"White","V6","10-speed automatic",8
791954,,"Green","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
32683,,"White","Gas","6-speed shiftable automatic",5
500261,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
157904,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
334172,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
607306,,"Silver","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
